type,module,sourceLine,snippet
else,09-responsive-ar-quality-diagnostics.js,2022,}else if(!perf.mobile&&perf.highSamples>=7&&perf.sessionTier!=='high'){
if,09-responsive-ar-quality-diagnostics.js,2025,if(perf.recommendationSamples>=5&&recommendation!==state.settings.autoTier&&performance.now()-perf.lastRecommendationSaved>30000){
if,09-responsive-ar-quality-diagnostics.js,2030,for(const mesh of world.criticalSurfaces){if(!mesh)continue;mesh.visible=true;mesh.frustumCulled=false;}
for,09-responsive-ar-quality-diagnostics.js,2030,for(const mesh of world.criticalSurfaces){if(!mesh)continue;mesh.visible=true;mesh.frustumCulled=false;}
if,09-responsive-ar-quality-diagnostics.js,2031,for(const line of world.outlines){if(line?.parent)line.visible=true;}
for,09-responsive-ar-quality-diagnostics.js,2031,for(const line of world.outlines){if(line?.parent)line.visible=true;}
if,09-responsive-ar-quality-diagnostics.js,2032,const glowVisible=visualQualityProfile(qualityTier()).glows;for(const light of world.glows){if(light?.parent)light.visible=glowVisible;}
for,09-responsive-ar-quality-diagnostics.js,2032,const glowVisible=visualQualityProfile(qualityTier()).glows;for(const light of world.glows){if(light?.parent)light.visible=glowVisible;}
if,09-responsive-ar-quality-diagnostics.js,2033,"if(world.clouds){const max=qualityTier()==='high'?8:qualityTier()==='balanced'?6:4;world.clouds.forEach((cloud,i)=>cloud.group.visible=i<max);}"
if,09-responsive-ar-quality-diagnostics.js,2037,if(!worldGroup)return;
if,09-responsive-ar-quality-diagnostics.js,2040,if(!(obj.isMesh||obj.isLine||obj.isLineSegments||obj.isPoints||obj.isSprite))return;
if,09-responsive-ar-quality-diagnostics.js,2042,if(obj.geometry&&!obj.geometry.boundingSphere){try{obj.geometry.computeBoundingSphere();}catch(_){}}
catch,09-responsive-ar-quality-diagnostics.js,2042,if(obj.geometry&&!obj.geometry.boundingSphere){try{obj.geometry.computeBoundingSphere();}catch(_){}}
if,09-responsive-ar-quality-diagnostics.js,2048,if(obj.frustumCulled)enabled++;else bypassed++;
else,09-responsive-ar-quality-diagnostics.js,2048,if(obj.frustumCulled)enabled++;else bypassed++;
if,09-responsive-ar-quality-diagnostics.js,2055,for(const mesh of world.criticalSurfaces){if(mesh&&!mesh.visible)mesh.visible=true;}
for,09-responsive-ar-quality-diagnostics.js,2055,for(const mesh of world.criticalSurfaces){if(mesh&&!mesh.visible)mesh.visible=true;}
if,09-responsive-ar-quality-diagnostics.js,2066,"if(technicalPanel)return technicalPanel;const style=document.createElement('style');style.id='otthosTechnicalPanelStyle';style.textContent='.otthos-tech-panel{position:fixed;z-index:100000;right:max(8px,env(safe-area-inset-right));top:max(8px,env(safe-area-inset-top));width:min(330px,calc(100vw - 16px));max-height:calc(100vh - 16px);overflow:auto;padding:12px;border:1px solid rgba(116,220,255,.65);border-radius:14px;background:rgba(4,13,25,.94);color:#eaf8ff;font:700 12px/1.45 ui-monospace,SFMon"
if,09-responsive-ar-quality-diagnostics.js,2068,"function refreshTechnicalPanel(){if(!technicalPanelVisible)return;const panel=ensureTechnicalPanel(),d=runtimeDiagnostics();panel.querySelector('[data-tech-data]').textContent=[`FPS: ${d.fps} • frame: ${d.frameMs} ms`,`Draw calls: ${d.drawCalls} • triângulos: ${d.triangles}`,`Geometrias: ${d.geometries} • texturas: ${d.textures}`,`Materiais cache: ${d.visual.materials.immutable} • acertos: ${d.visual.materials.hits}`,`LOD: ${d.visual.lod.registered} • perto: ${d.visual.lod.near} • longe: ${d.vis"
if,09-responsive-ar-quality-diagnostics.js,2069,function toggleTechnicalPanel(force){technicalPanelVisible=typeof force==='boolean'?force:!technicalPanelVisible;const panel=ensureTechnicalPanel();panel.hidden=!technicalPanelVisible;if(technicalPanelVisible)refreshTechnicalPanel();}
if,09-responsive-ar-quality-diagnostics.js,2071,"window.addEventListener('keydown',event=>{if(event.code==='F3'){event.preventDefault();toggleTechnicalPanel();}});"
if,09-responsive-ar-quality-diagnostics.js,2072,"document.querySelector('.brand-card')?.addEventListener('pointerup',()=>{technicalPanelTapCount++;clearTimeout(technicalPanelTapTimer);technicalPanelTapTimer=setTimeout(()=>technicalPanelTapCount=0,1400);if(technicalPanelTapCount>=5){technicalPanelTapCount=0;toggleTechnicalPanel();}});"
if,10-player-skills.js,2079,"function skillReady(id){const left=Math.max(0,Number(skillCooldowns[id]||0)-performance.now());if(left>0){toast(`Skill recarregando: ${Math.ceil(left/1000)} s.`,'warn',1200);return false;}return true;}"
for,10-player-skills.js,2084,"for(let elapsed=1000;elapsed<=cooldownMs+50;elapsed+=1000)setTimeout(updateAbilityUI,elapsed);setTimeout(updateAbilityUI,cooldownMs+60);"
if,10-player-skills.js,2087,"if(!c||c.got)return false;c.got=true;c.mesh.visible=false;state.inventory.crystals++;state.stats.collected++;trackDaily('collect',1);addXP(15);addCoins(5);toast(message,'good');beep(880);vibrate(20);evaluateMissions();checkActiveJob();saveState();return true;"
if,10-player-skills.js,2090,if(!playerGroup)return;
if,10-player-skills.js,2091,if(player.vehicle){
if,10-player-skills.js,2100,if(!els.modal.hidden||paused||player.vehicle||player.boating||player.transit.mode)return;
if,10-player-skills.js,2101,"if (!['mini','normal','giant'].includes(mode)) return;"
if,10-player-skills.js,2102,if(mode===player.scaleMode){
if,10-player-skills.js,2103,if(mode==='mini'){
if,10-player-skills.js,2104,"if(!skillReady('miniDash'))return;player.skillDashUntil=performance.now()+1250;recordAdvancedSkill('miniDash',4200);toast('Dash Mini ativado!','good',1400);beep(760,70,'sine');"
if,10-player-skills.js,2105,}else if(mode==='normal'){
else,10-player-skills.js,2105,}else if(mode==='normal'){
if,10-player-skills.js,2106,"if(!player.grounded){toast('Pouse antes de usar o Super Pulo.','warn');return;}if(!skillReady('superJump'))return;state.stats.jumps++;trackDaily('jump',1);player.vy=15;player.grounded=false;recordAdvancedSkill('superJump',4600);toast('Super Pulo!','good',1300);beep(820,80,'sine');vibrate(24);"
else,10-player-skills.js,2107,}else{
if,10-player-skills.js,2108,"if(!skillReady('giantSlam'))return;player.damageUntil=performance.now()+900;for(const enemy of world.enemies)if(!enemy.dead&&distance2D(player,enemy.group.position)<5.4)damageEnemy(enemy,2);for(let i=0;i<9;i++){const a=i/9*Math.PI*2;spawnDust(player.x+Math.sin(a)*1.8,player.z+Math.cos(a)*1.8);}recordAdvancedSkill('giantSlam',6000);toast('Impacto Gigante!','good',1500);beep(125,130,'sawtooth');vibrate([45,25,60]);"
for,10-player-skills.js,2108,"if(!skillReady('giantSlam'))return;player.damageUntil=performance.now()+900;for(const enemy of world.enemies)if(!enemy.dead&&distance2D(player,enemy.group.position)<5.4)damageEnemy(enemy,2);for(let i=0;i<9;i++){const a=i/9*Math.PI*2;spawnDust(player.x+Math.sin(a)*1.8,player.z+Math.cos(a)*1.8);}recordAdvancedSkill('giantSlam',6000);toast('Impacto Gigante!','good',1500);beep(125,130,'sawtooth');vibrate([45,25,60]);"
if,10-player-skills.js,2120,if(!els.modal.hidden||paused||player.vehicle||player.boating||player.transit.mode)return;
if,10-player-skills.js,2121,if(typeof force!=='boolean'&&player.crouched){
if,10-player-skills.js,2122,"if(!skillReady('stealth')){player.crouched=false;state.abilities.crouched=false;updateAbilityUI();saveState();return;}player.crouched=false;state.abilities.crouched=false;player.shieldUntil=performance.now()+5000;recordAdvancedSkill('stealth',8000);toast('Escudo Furtivo: protegido por 5 s.','good',1800);beep(610,90,'sine');return;"
if,10-player-skills.js,2130,if(!els.modal.hidden||paused||player.vehicle||player.boating||player.transit.mode||!skillReady('magnetSpin'))return;
if,10-player-skills.js,2132,"for(const c of world.crystals)if(!c.got&&Math.hypot(player.x-c.x,player.z-c.z)<6){collectCrystal(c,'Cristal atraído pelo Giro Ímã!');pulled++;}"
for,10-player-skills.js,2132,"for(const c of world.crystals)if(!c.got&&Math.hypot(player.x-c.x,player.z-c.z)<6){collectCrystal(c,'Cristal atraído pelo Giro Ímã!');pulled++;}"
if,10-player-skills.js,2133,"for(const enemy of world.enemies)if(!enemy.dead&&distance2D(player,enemy.group.position)<4.6){damageEnemy(enemy,1);const a=Math.atan2(enemy.group.position.x-player.x,enemy.group.position.z-player.z);enemy.group.position.x+=Math.sin(a)*1.4;enemy.group.position.z+=Math.cos(a)*1.4;}"
for,10-player-skills.js,2133,"for(const enemy of world.enemies)if(!enemy.dead&&distance2D(player,enemy.group.position)<4.6){damageEnemy(enemy,1);const a=Math.atan2(enemy.group.position.x-player.x,enemy.group.position.z-player.z);enemy.group.position.x+=Math.sin(a)*1.4;enemy.group.position.z+=Math.cos(a)*1.4;}"
if,10-player-skills.js,2138,"const labels=[[els.crouchBtn,player.crouched?'Escudo':'Abaixar'],[els.miniBtn,player.scaleMode==='mini'?'Dash':'Mini'],[els.normalBtn,player.scaleMode==='normal'?'Super pulo':'Normal'],[els.giantBtn,player.scaleMode==='giant'?'Impacto':'Grande'],[els.spinBtn,'Giro ímã']];for(const [btn,label] of labels){const span=$('span',btn);if(span)span.textContent=label;}"
for,10-player-skills.js,2138,"const labels=[[els.crouchBtn,player.crouched?'Escudo':'Abaixar'],[els.miniBtn,player.scaleMode==='mini'?'Dash':'Mini'],[els.normalBtn,player.scaleMode==='normal'?'Super pulo':'Normal'],[els.giantBtn,player.scaleMode==='giant'?'Impacto':'Grande'],[els.spinBtn,'Giro ímã']];for(const [btn,label] of labels){const span=$('span',btn);if(span)span.textContent=label;}"
if,10-player-skills.js,2139,"for(const [id,getButton] of Object.entries(skillButtons)){const btn=getButton(),left=Math.max(0,skillCooldowns[id]-performance.now());btn?.classList.toggle('cooldown',left>0);if(btn){btn.dataset.cooldown=left>0?String(Math.ceil(left/1000)):'';btn.disabled=left>0&&id==='magnetSpin';}}"
for,10-player-skills.js,2139,"for(const [id,getButton] of Object.entries(skillButtons)){const btn=getButton(),left=Math.max(0,skillCooldowns[id]-performance.now());btn?.classList.toggle('cooldown',left>0);if(btn){btn.dataset.cooldown=left>0?String(Math.ceil(left/1000)):'';btn.disabled=left>0&&id==='magnetSpin';}}"
if,11-render-materials-player-model.js,2152,if (kind === 'grass') {
if,11-render-materials-player-model.js,2153,"for (let i = 0; i < 720; i++) { ctx.fillStyle=pick();const x=rand()*256,y=rand()*256;ctx.fillRect(x,y,2+rand()*7,2+rand()*7);if(i%9===0)ctx.fillRect(x+2,y-5,2,8); }"
for,11-render-materials-player-model.js,2153,"for (let i = 0; i < 720; i++) { ctx.fillStyle=pick();const x=rand()*256,y=rand()*256;ctx.fillRect(x,y,2+rand()*7,2+rand()*7);if(i%9===0)ctx.fillRect(x+2,y-5,2,8); }"
for,11-render-materials-player-model.js,2154,"ctx.fillStyle='rgba(15,65,22,.14)';for(let i=0;i<95;i++)ctx.fillRect(rand()*256,rand()*256,12+rand()*26,2);"
if,11-render-materials-player-model.js,2155,} else if (kind === 'road') {
else,11-render-materials-player-model.js,2155,} else if (kind === 'road') {
for,11-render-materials-player-model.js,2156,"for (let i=0;i<260;i++){ctx.fillStyle=pick();ctx.globalAlpha=.18+rand()*.2;ctx.fillRect(rand()*256,rand()*256,2+rand()*7,1+rand()*4);}ctx.globalAlpha=1;"
for,11-render-materials-player-model.js,2157,"ctx.strokeStyle='rgba(10,16,23,.22)';ctx.lineWidth=2;for(let i=0;i<8;i++){const x=rand()*256,y=rand()*256;ctx.beginPath();ctx.moveTo(x,y);ctx.lineTo(x+10+rand()*22,y-5+rand()*10);ctx.lineTo(x+18+rand()*28,y+rand()*20);ctx.stroke();}"
if,11-render-materials-player-model.js,2158,} else if (kind === 'wood') {
else,11-render-materials-player-model.js,2158,} else if (kind === 'wood') {
for,11-render-materials-player-model.js,2159,"for(let x=0;x<256;x+=48){ctx.fillStyle=x%96?colors[0]:pick();ctx.fillRect(x,0,47,256);ctx.fillStyle='rgba(255,238,190,.12)';ctx.fillRect(x+3,0,3,256);ctx.fillStyle='rgba(50,22,8,.25)';ctx.fillRect(x+45,0,3,256);}"
for,11-render-materials-player-model.js,2160,"ctx.strokeStyle='rgba(66,31,13,.28)';ctx.lineWidth=2;for(let i=0;i<28;i++){const x=rand()*256;ctx.beginPath();ctx.moveTo(x,0);ctx.bezierCurveTo(x+8,65,x-7,150,x+4,256);ctx.stroke();}"
for,11-render-materials-player-model.js,2161,"for(let i=0;i<9;i++){ctx.strokeStyle='rgba(58,28,13,.35)';ctx.strokeRect(rand()*245,rand()*245,5+rand()*9,3+rand()*6);}"
if,11-render-materials-player-model.js,2162,} else if (kind === 'brick') {
else,11-render-materials-player-model.js,2162,} else if (kind === 'brick') {
for,11-render-materials-player-model.js,2163,"ctx.fillStyle=colors[1];ctx.fillRect(0,0,256,256);for(let y=0;y<256;y+=42){const offset=(y/42)%2?32:0;for(let x=-64+offset;x<256;x+=64){ctx.fillStyle=rand()>.5?colors[0]:pick();ctx.fillRect(x+3,y+3,58,36);ctx.fillStyle='rgba(255,255,255,.10)';ctx.fillRect(x+5,y+5,54,3);}}"
if,11-render-materials-player-model.js,2164,} else if (kind === 'sidewalk') {
else,11-render-materials-player-model.js,2164,} else if (kind === 'sidewalk') {
for,11-render-materials-player-model.js,2165,"ctx.strokeStyle='rgba(54,66,80,.22)';ctx.lineWidth=4;for(let y=0;y<=256;y+=48){ctx.beginPath();ctx.moveTo(0,y);ctx.lineTo(256,y);ctx.stroke();}for(let x=0;x<=256;x+=48){ctx.beginPath();ctx.moveTo(x,0);ctx.lineTo(x,256);ctx.stroke();}"
for,11-render-materials-player-model.js,2166,"for(let i=0;i<150;i++){ctx.fillStyle=pick();ctx.globalAlpha=.16;ctx.fillRect(rand()*256,rand()*256,2+rand()*5,2+rand()*5);}ctx.globalAlpha=1;"
if,11-render-materials-player-model.js,2167,} else if (kind === 'water') {
else,11-render-materials-player-model.js,2167,} else if (kind === 'water') {
for,11-render-materials-player-model.js,2169,"for(let y=10;y<256;y+=24){ctx.beginPath();ctx.moveTo(0,y+Math.sin(y)*4);for(let x=0;x<=256;x+=12)ctx.lineTo(x,y+Math.sin((x+y)*.09)*5);ctx.stroke();}"
if,11-render-materials-player-model.js,2171,} else if(kind==='stone'){
else,11-render-materials-player-model.js,2171,} else if(kind==='stone'){
for,11-render-materials-player-model.js,2172,"ctx.fillStyle=colors[1];ctx.fillRect(0,0,256,256);for(let y=0;y<256;y+=50){for(let x=((y/50)%2?-28:0);x<256;x+=58){ctx.fillStyle=rand()>.45?colors[0]:pick();ctx.fillRect(x+3,y+3,52,44);ctx.fillStyle='rgba(255,255,255,.09)';ctx.fillRect(x+5,y+5,48,4);}}"
if,11-render-materials-player-model.js,2173,} else if(kind==='tile'){
else,11-render-materials-player-model.js,2173,} else if(kind==='tile'){
for,11-render-materials-player-model.js,2174,"ctx.strokeStyle=colors[1];ctx.lineWidth=7;for(let p=0;p<=256;p+=64){ctx.beginPath();ctx.moveTo(p,0);ctx.lineTo(p,256);ctx.stroke();ctx.beginPath();ctx.moveTo(0,p);ctx.lineTo(256,p);ctx.stroke();}ctx.fillStyle='rgba(255,255,255,.18)';for(let y=7;y<256;y+=64)for(let x=7;x<256;x+=64)ctx.fillRect(x,y,48,5);"
if,11-render-materials-player-model.js,2175,} else if(kind==='fabric'){
else,11-render-materials-player-model.js,2175,} else if(kind==='fabric'){
for,11-render-materials-player-model.js,2176,"for(let y=0;y<256;y+=12)for(let x=0;x<256;x+=12){ctx.fillStyle=(x/12+y/12)%2?colors[0]:colors[1];ctx.globalAlpha=.62;ctx.fillRect(x,y,12,12);}ctx.globalAlpha=1;"
if,11-render-materials-player-model.js,2177,} else if(kind==='metal'){
else,11-render-materials-player-model.js,2177,} else if(kind==='metal'){
for,11-render-materials-player-model.js,2178,"for(let y=0;y<256;y+=32){ctx.fillStyle=y%64?colors[0]:colors[1];ctx.fillRect(0,y,256,32);ctx.fillStyle='rgba(255,255,255,.14)';ctx.fillRect(0,y,256,3);}for(const x of [10,246])for(let y=14;y<256;y+=42){ctx.fillStyle='#6c7b88';ctx.fillRect(x-3,y-3,6,6);}"
if,11-render-materials-player-model.js,2186,"const configure=target=>{target.wrapS=target.wrapT=THREE.RepeatWrapping;target.repeat.set(repeatX,repeatY);target.magFilter=THREE.LinearFilter;target.minFilter=THREE.LinearMipmapLinearFilter;target.generateMipmaps=true;target.anisotropy=(renderer&&renderer.capabilities)?Math.min(12,renderer.capabilities.getMaxAnisotropy()):4;if('colorSpace' in target&&THREE.SRGBColorSpace)target.colorSpace=THREE.SRGBColorSpace;else target.encoding=THREE.sRGBEncoding;};configure(texture);"
else,11-render-materials-player-model.js,2186,"const configure=target=>{target.wrapS=target.wrapT=THREE.RepeatWrapping;target.repeat.set(repeatX,repeatY);target.magFilter=THREE.LinearFilter;target.minFilter=THREE.LinearMipmapLinearFilter;target.generateMipmaps=true;target.anisotropy=(renderer&&renderer.capabilities)?Math.min(12,renderer.capabilities.getMaxAnisotropy()):4;if('colorSpace' in target&&THREE.SRGBColorSpace)target.colorSpace=THREE.SRGBColorSpace;else target.encoding=THREE.sRGBEncoding;};configure(texture);"
for,11-render-materials-player-model.js,2235,"for(const [id,material] of Object.entries(materials))registerVisualAsset(`material:${id}`,material,{type:'material',status:'ready',shared:true});"
if,11-render-materials-player-model.js,2249,if(sharedGeometryCache.box.has(key))visualFoundation.geometryCacheHits++;
else,11-render-materials-player-model.js,2250,"else{visualFoundation.geometryCacheMisses++;sharedGeometryCache.box.set(key,new THREE.BoxGeometry(w,h,d));}"
if,11-render-materials-player-model.js,2255,if(sharedGeometryCache.cylinder.has(key))visualFoundation.geometryCacheHits++;
else,11-render-materials-player-model.js,2256,"else{visualFoundation.geometryCacheMisses++;sharedGeometryCache.cylinder.set(key,new THREE.CylinderGeometry(r,r,h,sides));}"
